goodreads_book_id,isbn,authors,original_publication_year,original_title,image_url,small_image_url
10619,340640146,Stephen King,1995,Rose Madder,https://images.gr-assets.com/books/1375870513m/10619.jpg,https://images.gr-assets.com/books/1375870513s/10619.jpg
220969,515142247,Lee Child,1998,"Die Trying (Jack Reacher, #2)",https://images.gr-assets.com/books/1377633008m/220969.jpg,https://images.gr-assets.com/books/1377633008s/220969.jpg
10757833,316123528,"Kami Garcia, Margaret Stohl, Paz Pruneda",2011,Beautiful Chaos,https://images.gr-assets.com/books/1327878503m/10757833.jpg,https://images.gr-assets.com/books/1327878503s/10757833.jpg
10913,60878061,Jodi Picoult,1999,Keeping Faith,https://images.gr-assets.com/books/1407111555m/10913.jpg,https://images.gr-assets.com/books/1407111555s/10913.jpg
153025,61147931,Joe Hill,2007,Heart-Shaped Box,https://images.gr-assets.com/books/1328043955m/153025.jpg,https://images.gr-assets.com/books/1328043955s/153025.jpg
11254250,1419702238,Jeff Kinney,2010,Cabin Fever,https://images.gr-assets.com/books/1350396037m/11254250.jpg,https://images.gr-assets.com/books/1350396037s/11254250.jpg
3754026,316033669,Brent Weeks,2008,,https://images.gr-assets.com/books/1327881432m/3754026.jpg,https://images.gr-assets.com/books/1327881432s/3754026.jpg
29547,1416543007,Lauren Weisberger,2005,Everyone Worth Knowing,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7996,1862301387,Brian Jacques,1986,Redwall,https://images.gr-assets.com/books/1327877368m/7996.jpg,https://images.gr-assets.com/books/1327877368s/7996.jpg
30474,140447571,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",1848,Manifest der Kommunistischen Partei,https://images.gr-assets.com/books/1420003664m/30474.jpg,https://images.gr-assets.com/books/1420003664s/30474.jpg
28187230,1501132938,Ruth Ware,2016,The Woman in Cabin 10,https://images.gr-assets.com/books/1465878007m/28187230.jpg,https://images.gr-assets.com/books/1465878007s/28187230.jpg
38296,553213296,James Fenimore Cooper,1826,The Last of the Mohicans: A Narrative of 1757,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
228560,679736379,William Styron,1979,Sophie's Choice,https://images.gr-assets.com/books/1356714742m/228560.jpg,https://images.gr-assets.com/books/1356714742s/228560.jpg
9417,044024191X,Sophie Kinsella,2004,Shopaholic and Sister,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7747064,373210132,Julie Kagawa,2010,The Iron Daughter,https://images.gr-assets.com/books/1271790654m/7747064.jpg,https://images.gr-assets.com/books/1271790654s/7747064.jpg
103610,1576737330,Bruce H. Wilkinson,2000,The Prayer of Jabez:  Breaking Through to the Blessed Life,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12401556,812983602,Karen Thompson Walker,2012,The Age of Miracles,https://images.gr-assets.com/books/1342487370m/12401556.jpg,https://images.gr-assets.com/books/1342487370s/12401556.jpg
1255781,786868724,Mitch Albom,2009,Have a Little Faith: A True Story,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5084,1400043468,"Julia Child, Alex Prud'Homme",2006,My Life in France,https://images.gr-assets.com/books/1395564378m/5084.jpg,https://images.gr-assets.com/books/1395564378s/5084.jpg
21844019,1922182109,Graeme Simsion,2014,The Rosie Effect,https://images.gr-assets.com/books/1426407990m/21844019.jpg,https://images.gr-assets.com/books/1426407990s/21844019.jpg
11827808,9380658797,Amish Tripathi,2011,The Secret of the Nagas.,https://images.gr-assets.com/books/1308930273m/11827808.jpg,https://images.gr-assets.com/books/1308930273s/11827808.jpg
38501,006117758X,Charles Bukowski,1982,Ham on Rye,https://images.gr-assets.com/books/1388195001m/38501.jpg,https://images.gr-assets.com/books/1388195001s/38501.jpg
331920,375825444,Wendelin Van Draanen,2001,Flipped,https://images.gr-assets.com/books/1388554293m/331920.jpg,https://images.gr-assets.com/books/1388554293s/331920.jpg
6486483,974320625,"Travis Bradberry, Jean Greaves, Patrick Lencioni",2003,Emotional Intelligence 2.0,https://images.gr-assets.com/books/1328765863m/6486483.jpg,https://images.gr-assets.com/books/1328765863s/6486483.jpg
29291,670035386,Robert McCloskey,1941,Make Way for Ducklings,https://images.gr-assets.com/books/1362580777m/29291.jpg,https://images.gr-assets.com/books/1362580777s/29291.jpg
67035,765354942,"Douglas Preston, Lincoln Child",1995,Relic,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
28,380727501,Bill Bryson,1995,Notes from a Small Island,https://images.gr-assets.com/books/1479653223m/28.jpg,https://images.gr-assets.com/books/1479653223s/28.jpg
927979,451461894,Jim Butcher,2008,Small Favor,https://images.gr-assets.com/books/1298085176m/927979.jpg,https://images.gr-assets.com/books/1298085176s/927979.jpg
6465707,1607060760,Robert Kirkman,2009,The Walking Dead Compendium Volume 1,https://images.gr-assets.com/books/1449865699m/6465707.jpg,https://images.gr-assets.com/books/1449865699s/6465707.jpg
85990,1599900734,Shannon Hale,2005,Princess Academy,https://images.gr-assets.com/books/1349410861m/85990.jpg,https://images.gr-assets.com/books/1349410861s/85990.jpg
18692431,553496646,"Nicola Yoon, David Yoon",2015,"Everything, Everything",https://images.gr-assets.com/books/1450515891m/18692431.jpg,https://images.gr-assets.com/books/1450515891s/18692431.jpg
7714,486282228,George Bernard Shaw,1912,Pygmalion,https://images.gr-assets.com/books/1453757285m/7714.jpg,https://images.gr-assets.com/books/1453757285s/7714.jpg
13438524,62124269,Barbara Kingsolver,2012,Flight Behavior,https://images.gr-assets.com/books/1352212134m/13438524.jpg,https://images.gr-assets.com/books/1352212134s/13438524.jpg
2146957,1590388984,Brandon Mull,2008,Grip of the Shadow Plague,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
363752,140298479,Helen Fielding,1999,Bridget Jones: The Edge of Reason,https://images.gr-assets.com/books/1395233618m/363752.jpg,https://images.gr-assets.com/books/1395233618s/363752.jpg
3388,067976397X,Louis de Bernières,1994,Captain Corelli's Mandolin,https://images.gr-assets.com/books/1479680795m/3388.jpg,https://images.gr-assets.com/books/1479680795s/3388.jpg
15924,446698466,Nicholas Sparks,2004,At First Sight,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
24,767903862,Bill Bryson,2000,Down Under,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
194373,192123092,Arthur Conan Doyle,1894,The Memoirs of Sherlock Holmes,https://images.gr-assets.com/books/1410716044m/194373.jpg,https://images.gr-assets.com/books/1410716044s/194373.jpg
11529868,812992792,Adam Johnson,2012,The Orphan Master's Son,https://images.gr-assets.com/books/1327878601m/11529868.jpg,https://images.gr-assets.com/books/1327878601s/11529868.jpg
44687,345300785,David Eddings,1984,Enchanters' End Game,https://images.gr-assets.com/books/1217735909m/44687.jpg,https://images.gr-assets.com/books/1217735909s/44687.jpg
991197,375714839,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",2003,Persepolis,https://images.gr-assets.com/books/1327876995m/991197.jpg,https://images.gr-assets.com/books/1327876995s/991197.jpg
187181,449213447,Chaim Potok,1967,The Chosen,https://images.gr-assets.com/books/1403191327m/187181.jpg,https://images.gr-assets.com/books/1403191327s/187181.jpg
321552,451171357,"Irving Stone, שמואל שניצר",1958,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,https://images.gr-assets.com/books/1327879079m/321552.jpg,https://images.gr-assets.com/books/1327879079s/321552.jpg
4912857,385528701,"Carlos Ruiz Zafón, Lucia Graves",2008,El juego del ángel,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
147865,786891084,Cecelia Ahern,2004,Where Rainbows End,https://images.gr-assets.com/books/1420732457m/147865.jpg,https://images.gr-assets.com/books/1420732457s/147865.jpg
774001,64441555,"Peggy Parish, Fritz Siebel",1963,Amelia Bedelia,https://images.gr-assets.com/books/1353400157m/774001.jpg,https://images.gr-assets.com/books/1353400157s/774001.jpg
7723542,765326264,W. Bruce Cameron,2010,A Dog's Purpose ,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
20560137,1595148035,Sabaa Tahir,2015,An Ember in the Ashes,https://images.gr-assets.com/books/1417957944m/20560137.jpg,https://images.gr-assets.com/books/1417957944s/20560137.jpg
1240662,451222725,J.R. Ward,2008,"Lover Enshrined, part one",https://images.gr-assets.com/books/1327896547m/1240662.jpg,https://images.gr-assets.com/books/1327896547s/1240662.jpg
15819028,62110837,Helene Wecker,2013,The Golem and the Jinni,https://images.gr-assets.com/books/1349205573m/15819028.jpg,https://images.gr-assets.com/books/1349205573s/15819028.jpg
297792,64410137,"Lemony Snicket, Brett Helquist",2003,The Slippery Slope,https://images.gr-assets.com/books/1343701012m/297792.jpg,https://images.gr-assets.com/books/1343701012s/297792.jpg
31242,143037617,"Charles Dickens, Nicola Bradbury, Hablot Knight Browne",1853,Bleak House,https://images.gr-assets.com/books/1280113147m/31242.jpg,https://images.gr-assets.com/books/1280113147s/31242.jpg
775597,64431436,Esphyr Slobodkina,1938,"Caps for sale: a tale of a peddler, some monkeys and their monkey business",https://images.gr-assets.com/books/1348541342m/775597.jpg,https://images.gr-assets.com/books/1348541342s/775597.jpg
29396,044101268X,Jim Butcher,2004,Furies of Calderon ,https://images.gr-assets.com/books/1329104514m/29396.jpg,https://images.gr-assets.com/books/1329104514s/29396.jpg
13831,689878559,Tamora Pierce,1983,Alanna: The First Adventure,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6202342,224085611,Audrey Niffenegger,2009,Her Fearful Symmetry,https://images.gr-assets.com/books/1327939087m/6202342.jpg,https://images.gr-assets.com/books/1327939087s/6202342.jpg
22450859,1439199353,Anita Diamant,2014,The Boston Girl,https://images.gr-assets.com/books/1418103945m/22450859.jpg,https://images.gr-assets.com/books/1418103945s/22450859.jpg
5098079,451225856,J.R. Ward,2009,"Lover Enshrined, part two",https://images.gr-assets.com/books/1321039998m/5098079.jpg,https://images.gr-assets.com/books/1321039998s/5098079.jpg
77565,553288202,Dan Simmons,1990,The Fall of Hyperion,https://images.gr-assets.com/books/1429215870m/77565.jpg,https://images.gr-assets.com/books/1429215870s/77565.jpg
21704,446698873,James Ellroy,1987,The Black Dahlia,https://images.gr-assets.com/books/1387048173m/21704.jpg,https://images.gr-assets.com/books/1387048173s/21704.jpg
83346,688120490,"Lewis Carroll, John Tenniel, Peter Glassman",1871,"Through the Looking-Glass, and What Alice Found There",https://images.gr-assets.com/books/1359299332m/83346.jpg,https://images.gr-assets.com/books/1359299332s/83346.jpg
1848,743246985,Jung Chang,1991,Wild Swans: Three Daughters of China,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
460548,394800206,P.D. Eastman,1961,"Go, Dog. Go!",https://images.gr-assets.com/books/1333578440m/460548.jpg,https://images.gr-assets.com/books/1333578440s/460548.jpg
7882,60885408,"Laura Ingalls Wilder, Garth Williams",1937,,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
22453035,1501100130,Stephen King,2015,Finders Keepers,https://images.gr-assets.com/books/1468705421m/22453035.jpg,https://images.gr-assets.com/books/1468705421s/22453035.jpg
6065215,61558230,"Guillermo del Toro, Chuck Hogan",2009,The Strain,https://images.gr-assets.com/books/1326225354m/6065215.jpg,https://images.gr-assets.com/books/1326225354s/6065215.jpg
112204,316184136,"Emily Dickinson, Thomas H. Johnson",1890,The Complete Poems of Emily Dickinson,https://images.gr-assets.com/books/1498347611m/112204.jpg,https://images.gr-assets.com/books/1498347611s/112204.jpg
130580,60935472,Fred Gipson,1956,Old Yeller,https://images.gr-assets.com/books/1327940112m/130580.jpg,https://images.gr-assets.com/books/1327940112s/130580.jpg
773858,1416553649,Steve Martin,2007,Born Standing Up: A Comic's Life,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
87640,60899190,Frank Warren,2005,PostSecret: Extraordinary Confessions from Ordinary Lives,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
147915,7119550,George R.R. Martin,2000,A Storm of Swords: Part 2 Blood and Gold,https://images.gr-assets.com/books/1354567206m/147915.jpg,https://images.gr-assets.com/books/1354567206s/147915.jpg
348573,152047379,"Mary Norton, Beth Krush, Joe Krush",1952,The Borrowers Afield,https://images.gr-assets.com/books/1308945559m/348573.jpg,https://images.gr-assets.com/books/1308945559s/348573.jpg
11602,340818670,Stephen King,1999,Hearts in Atlantis,https://images.gr-assets.com/books/1374048926m/11602.jpg,https://images.gr-assets.com/books/1374048926s/11602.jpg
28587957,345544951,Jodi Picoult,2016,,https://images.gr-assets.com/books/1468057481m/28587957.jpg,https://images.gr-assets.com/books/1468057481s/28587957.jpg
11298,037571894X,"Haruki Murakami, Alfred Birnbaum",1982,羊をめぐる冒険 [Hitsujiwomegurubōken],https://images.gr-assets.com/books/1327908774m/11298.jpg,https://images.gr-assets.com/books/1327908774s/11298.jpg
252499,743246071,Philippa Gregory,2003,The Queen's Fool,https://images.gr-assets.com/books/1399204116m/252499.jpg,https://images.gr-assets.com/books/1399204116s/252499.jpg
12812550,316133973,Laini Taylor,2012,Days of Blood & Starlight,https://images.gr-assets.com/books/1461353798m/12812550.jpg,https://images.gr-assets.com/books/1461353798s/12812550.jpg
8682,1842430351,Tom Robbins,1984,Jitterbug Perfume,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
144350,399244573,John Flanagan,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",https://images.gr-assets.com/books/1294443954m/144350.jpg,https://images.gr-assets.com/books/1294443954s/144350.jpg
10576365,1423157370,Alexandra Bracken,2012,The Darkest Minds,https://images.gr-assets.com/books/1343178841m/10576365.jpg,https://images.gr-assets.com/books/1343178841s/10576365.jpg
1427,60832819,"Paulo Coelho, Margaret Jull Costa",2005,O Zahir,https://images.gr-assets.com/books/1493044059m/1427.jpg,https://images.gr-assets.com/books/1493044059s/1427.jpg
1134122,1416560610,Norman Vincent Peale,1952,The Power of Positive Thinking,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23346377,1846558913,Ruth Ware,2015,"In a Dark, Dark Wood ",https://images.gr-assets.com/books/1429521615m/23346377.jpg,https://images.gr-assets.com/books/1429521615s/23346377.jpg
17728,1844082938,"Edith Wharton, Nina Bawden",1905,The House of Mirth,https://images.gr-assets.com/books/1328729186m/17728.jpg,https://images.gr-assets.com/books/1328729186s/17728.jpg
2454986,345501330,"Hiro Mashima, William Flanagan",2006,Fairy Tail 1,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
21535271,756410436,"Patrick Rothfuss, Nate  Taylor",2014,The Slow Regard of Silent Things,https://images.gr-assets.com/books/1398466695m/21535271.jpg,https://images.gr-assets.com/books/1398466695s/21535271.jpg
7046495,451229851,J.R. Ward,2010,"Lover Avenged, part one",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17780,141001828,Nathaniel Philbrick,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,https://images.gr-assets.com/books/1335902168m/17780.jpg,https://images.gr-assets.com/books/1335902168s/17780.jpg
81227,743289684,Ayaan Hirsi Ali,2006,Infidel,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
242472,1400063515,Nassim Nicholas Taleb,2007,The Black Swan: The Impact of the Highly Improbable,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13281368,345504984,Justin Cronin,2012,The Twelve,https://images.gr-assets.com/books/1331230956m/13281368.jpg,https://images.gr-assets.com/books/1331230956s/13281368.jpg
17125,374529523,"Aleksandr Solzhenitsyn, H.T. Willetts",1962,Один день Ивана Денисовича,https://images.gr-assets.com/books/1427731744m/17125.jpg,https://images.gr-assets.com/books/1427731744s/17125.jpg
827,553380966,Neal Stephenson,1995,The Diamond Age,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
164154,60892994,Walter M. Miller Jr.,1959,A Canticle for Leibowitz,https://images.gr-assets.com/books/1450516880m/164154.jpg,https://images.gr-assets.com/books/1450516880s/164154.jpg
7728,1580493882,"Sophocles, J.E. Thomas",-441,Ἀντιγόνη,https://images.gr-assets.com/books/1486701308m/7728.jpg,https://images.gr-assets.com/books/1486701308s/7728.jpg
4954833,1439138311,Colm Tóibín,2009,Brooklyn,https://images.gr-assets.com/books/1489957005m/4954833.jpg,https://images.gr-assets.com/books/1489957005s/4954833.jpg
8525590,1442409053,Lauren DeStefano,2011,Wither,https://images.gr-assets.com/books/1341532430m/8525590.jpg,https://images.gr-assets.com/books/1341532430s/8525590.jpg
27161156,62300547,J.D. Vance,2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,https://images.gr-assets.com/books/1463569814m/27161156.jpg,https://images.gr-assets.com/books/1463569814s/27161156.jpg
113435,312864590,Robert Jordan,2003,Crossroads of Twilight,https://images.gr-assets.com/books/1408325146m/113435.jpg,https://images.gr-assets.com/books/1408325146s/113435.jpg
35220,1580495869,Stephen Crane,1871,The Red Badge of Courage,https://images.gr-assets.com/books/1327936136m/35220.jpg,https://images.gr-assets.com/books/1327936136s/35220.jpg
21413662,544272994,Randall Munroe,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,https://images.gr-assets.com/books/1451351509m/21413662.jpg,https://images.gr-assets.com/books/1451351509s/21413662.jpg
55399,765348780,Steven Erikson,1999,Gardens of the Moon,https://images.gr-assets.com/books/1355144064m/55399.jpg,https://images.gr-assets.com/books/1355144064s/55399.jpg
816720,7251866,Paulo Coelho,2006,A Bruxa de Portobello,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
77276,440401585,Madeleine L'Engle,1978,A Swiftly Tilting Planet,https://images.gr-assets.com/books/1327465278m/77276.jpg,https://images.gr-assets.com/books/1327465278s/77276.jpg
262430,043977134X,Suzanne Collins,2003,Gregor the Overlander,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8554005,1439102724,Jodi Picoult,2011,Sing You Home,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
31336,345419634,Anne Rice,1992,The Tale of the Body Thief,https://images.gr-assets.com/books/1361577271m/31336.jpg,https://images.gr-assets.com/books/1361577271s/31336.jpg
15158,446615625,David Baldacci,2005,The Camel Club,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
33676,316155608,James Patterson,2006,Saving The World and Other Extreme Sports,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43892,812551478,Terry Goodkind,1996,Blood of the Fold,https://images.gr-assets.com/books/1443563626m/43892.jpg,https://images.gr-assets.com/books/1443563626s/43892.jpg
16180,743272501,Philippa Gregory,2006,The Boleyn Inheritance,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
22501028,385683421,Anne Tyler,2015,A Spool of Blue Thread,https://images.gr-assets.com/books/1451435883m/22501028.jpg,https://images.gr-assets.com/books/1451435883s/22501028.jpg
30555488,385542364,Colson Whitehead,2016,The Underground Railroad,https://images.gr-assets.com/books/1493178362m/30555488.jpg,https://images.gr-assets.com/books/1493178362s/30555488.jpg
106085,786838930,Melissa de la Cruz,2007,Masquerade,https://images.gr-assets.com/books/1322287499m/106085.jpg,https://images.gr-assets.com/books/1322287499s/106085.jpg
8685612,373210183,Julie Kagawa,2011,The Iron Queen,https://images.gr-assets.com/books/1321070331m/8685612.jpg,https://images.gr-assets.com/books/1321070331s/8685612.jpg
16034964,988393506,Cora Carmack,2012,Losing It,https://images.gr-assets.com/books/1348459319m/16034964.jpg,https://images.gr-assets.com/books/1348459319s/16034964.jpg
13573236,385535144,John Grisham,2012,The Racketeer,https://images.gr-assets.com/books/1344371438m/13573236.jpg,https://images.gr-assets.com/books/1344371438s/13573236.jpg
6192,143036378,J.M. Coetzee,1999,Disgrace,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
776407,525444440,"A.A. Milne, Ernest H. Shepard",1928,The House at Pooh Corner,https://images.gr-assets.com/books/1348195621m/776407.jpg,https://images.gr-assets.com/books/1348195621s/776407.jpg
7165300,316075558,Brent Weeks,2010,The Black Prism,https://images.gr-assets.com/books/1327921884m/7165300.jpg,https://images.gr-assets.com/books/1327921884s/7165300.jpg
6976,143036696,Sue Monk Kidd,2004,The Mermaid Chair,https://images.gr-assets.com/books/1388259308m/6976.jpg,https://images.gr-assets.com/books/1388259308s/6976.jpg
537296,64440206,Arnold Lobel,1970,Frog and Toad Are Friends,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
324277,64410129,"Lemony Snicket, Brett Helquist",2002,The Carnivorous Carnival,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6574102,1423116399,Ally Carter,2010,Heist Society,https://images.gr-assets.com/books/1359254479m/6574102.jpg,https://images.gr-assets.com/books/1359254479s/6574102.jpg
29437949,1250121000,B.A. Paris,2016,Behind Closed Doors,https://images.gr-assets.com/books/1458854462m/29437949.jpg,https://images.gr-assets.com/books/1458854462s/29437949.jpg
682804,345348109,Michael Shaara,1974,The Killer Angels,https://images.gr-assets.com/books/1355371689m/682804.jpg,https://images.gr-assets.com/books/1355371689s/682804.jpg
30274,425201392,Laurell K. Hamilton,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
59264,786818611,Jonathan Stroud,2006,Ptolemy's Gate,https://s.gr-assets.com/assets/https://dl.acm.org/specs/products/acm/releasedAssets/images/cover-default--book.svg/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
